"";"IDtree";"former_id";"dbh";"Essence_ID";"NomLatin";"NomVernaculaire"
"294";"14_2_2_16";854;119;"BA";"Celtis mildbraedii";"Ba"
"295";"14_2_2_6";601;159;"LON";"Celtis adolphi-frederici";"Lohonfé"
"296";"14_2_2_7";602;158;"FRO";"Ceiba pentandra";"Fromager"
"297";"14_2_20_21";223;145;"LOT";"Sterculia rhinopetala";"Lotofa"
"298";"14_2_21_1";260;1100;"KEK";"Holoptelea grandis";"Kekele"
"299";"14_2_24_1";294;975;"BA";"Celtis mildbraedii";"Ba"
"300";"14_2_5_4";131;850;"AKT";"Gambeya africana";"Akatio"
"301";"14_2_7_17";175;203;"BA";"Celtis mildbraedii";"Ba"
"302";"14_2_8_1";856;160;"SAM";"Triplochiton scleroxylon";"Samba"
"303";"14_2_9_11";604;136;"BA";"Celtis mildbraedii";"Ba"
"304";"14_3_11_13";178;453;"BA";"Celtis mildbraedii";"Ba"
"305";"14_3_11_2";173;549;"LON";"Celtis adolphi-frederici";"Lohonfé"
"306";"14_3_12_1";182;466;"KOB";"Nesogordonia papaverifera";"Kotibe"
"307";"14_3_15_14";703;200;"BA";"Celtis mildbraedii";"Ba"
"308";"14_3_15_9";210;231;"AKT";"Gambeya africana";"Akatio"
"309";"14_3_16_8";256;247;"KOB";"Nesogordonia papaverifera";"Kotibe"
"310";"14_3_16_9";602;219;"BI";"Eribrema oblonga";"Bi ou Eyong"
"311";"14_3_2_1";757;140;"OBA";"Bombax buonopozense";"Oba (Kapokier)"
"312";"14_3_2_13";853;168;"BA";"Celtis mildbraedii";"Ba"
"313";"14_3_2_2";950;150;"POU";"Funtumia sp.";"Pouo"
"314";"14_3_21_4";253;476;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"315";"14_3_23_11";251;800;"EHO";"Ricinodendron africanum";"Eho"
"316";"14_3_25_10";302;101;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"317";"14_3_25_12";304;196;"DIF";"Morus mesozygia";"Difou"
"318";"14_3_25_6";105;167;"ABO";"Entandrophragma cylindricum";"Sapelli"
"319";"14_3_3_10";653;289;"LOL";"Lannea welwitschii";"Loloti"
"320";"14_3_5_13";801;128;"BA";"Celtis mildbraedii";"Ba"
"321";"14_3_6_8";167;451;"LOL";"Lannea welwitschii";"Loloti"
"322";"14_3_6_9";168;520;"LOL";"Lannea welwitschii";"Loloti"
"323";"14_3_7_13";165;350;"BA";"Celtis mildbraedii";"Ba"
"324";"14_4_12_5";189;200;"BA";"Celtis mildbraedii";"Ba"
"325";"14_4_13_6";209;256;"BA";"Celtis mildbraedii";"Ba"
"326";"14_4_13_7";208;335;"BA";"Celtis mildbraedii";"Ba"
"327";"14_4_14_12";751;225;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"328";"14_4_14_7";173;193;"BA";"Celtis mildbraedii";"Ba"
"329";"14_4_15_11";225;1500;"EMI";"Alstonia congensis";"Emien"
"330";"14_4_17_8";217;600;"BA";"Celtis mildbraedii";"Ba"
"331";"14_4_2_7";109;700;"AKT";"Gambeya africana";"Akatio"
"332";"14_4_21_10";261;503;"BET";"Mansonia altissima";"Bete"
"333";"14_4_21_5";607;347;"LOL";"Lannea welwitschii";"Loloti"
"334";"14_4_23_6";277;272;"BI";"Eribrema oblonga";"Bi ou Eyong"
"335";"14_4_4_6";121;549;"LON";"Celtis adolphi-frederici";"Lohonfé"
"336";"14_4_4_7";853;169;"ARI";"Trichilia tessmannii";"Aribanda"
"337";"14_4_7_1";126;207;"BA";"Celtis mildbraedii";"Ba"
"338";"14_4_8_11";168;391;"BA";"Celtis mildbraedii";"Ba"
"339";"14_4_8_15";166;249;"BA";"Celtis mildbraedii";"Ba"
"340";"15_1_10_7";142;201;"BI";"Eribrema oblonga";"Bi ou Eyong"
"341";"15_1_10_9";200;375;"BA";"Celtis mildbraedii";"Ba"
"342";"15_1_12_3";207;449;"BET";"Mansonia altissima";"Bete"
"343";"15_1_12_4";206;262;"BA";"Celtis mildbraedii";"Ba"
"344";"15_1_2_7";112;233;"BA";"Celtis mildbraedii";"Ba"
"345";"15_1_20_4";752;165;"LOL";"Lannea welwitschii";"Loloti"
"346";"15_1_4_9";651;299;"EHO";"Ricinodendron africanum";"Eho"
"347";"15_1_8_2";161;183;"ANB";"Aningueria robusta";"Aniegré blanc"
"348";"15_1_9_1";149;715;"LON";"Celtis adolphi-frederici";"Lohonfé"
"349";"15_2_10_9";900;230;"LOL";"Lannea welwitschii";"Loloti"
"350";"15_2_14_7";855;142;"LOT";"Sterculia rhinopetala";"Lotofa"
"351";"15_2_15_5";205;650;"AKT";"Gambeya africana";"Akatio"
"352";"15_2_25_2";851;169;"LON";"Celtis adolphi-frederici";"Lohonfé"
"353";"15_3_12_5";702;276;"EHO";"Ricinodendron africanum";"Eho"
"354";"15_3_12_8";508;425;"EHO";"Ricinodendron africanum";"Eho"
"355";"15_3_19_10";289;412;"LON";"Celtis adolphi-frederici";"Lohonfé"
"356";"15_3_4_2";126;387;"AKT";"Gambeya africana";"Akatio"
"357";"15_3_5_5";144;276;"BA";"Celtis mildbraedii";"Ba"
"358";"15_3_6_9";189;347;"BA";"Celtis mildbraedii";"Ba"
"359";"15_3_8_3";176;271;"BI";"Eribrema oblonga";"Bi ou Eyong"
"360";"15_3_9_4";169;437;"FRO";"Ceiba pentandra";"Fromager"
"361";"15_3_9_6";851;214;"LOL";"Lannea welwitschii";"Loloti"
"362";"15_4_19_7";853;220;"FRO";"Ceiba pentandra";"Fromager"
"363";"15_4_23_8";276;557;"BET";"Mansonia altissima";"Bete"
"364";"15_4_5_10";140;700;"SAM";"Triplochiton scleroxylon";"Samba"
"365";"15_4_8_1";700;916;"EHO";"Ricinodendron africanum";"Eho"
"366";"16_1_2_1";654;238;"FRO";"Ceiba pentandra";"Fromager"
"367";"16_1_2_3";719;404;"EHO";"Ricinodendron africanum";"Eho"
"368";"16_1_2_4";865;190;"FRO";"Ceiba pentandra";"Fromager"
"369";"16_1_5_2";886;292;"POR";"Sterculia tragacantha";"Pore-pore"
"370";"16_1_8_2";105;241;"KOB";"Nesogordonia papaverifera";"Kotibe"
"371";"16_2_10_6";850;353;"EHO";"Ricinodendron africanum";"Eho"
"372";"16_2_6_2";801;332;"FRO";"Ceiba pentandra";"Fromager"
"373";"16_2_6_9";147;1100;"KOT";"Pterygota macrocarpa";"Koto"
"374";"16_2_7_1";902;291;"EHO";"Ricinodendron africanum";"Eho"
"375";"16_3_1_1";850;202;"FRO";"Ceiba pentandra";"Fromager"
"376";"16_3_14_1";711;578;"FRO";"Ceiba pentandra";"Fromager"
"377";"16_3_19_4";897;311;"FRO";"Ceiba pentandra";"Fromager"
"378";"16_3_23_1";931;261;"EHO";"Ricinodendron africanum";"Eho"
"379";"16_3_25_4";964;142;"POR";"Sterculia tragacantha";"Pore-pore"
"380";"16_3_5_2";138;800;"LOL";"Lannea welwitschii";"Loloti"
"381";"16_4_1_11";853;162;"FRO";"Ceiba pentandra";"Fromager"
"382";"16_4_21_1";751;448;"EHO";"Ricinodendron africanum";"Eho"
"383";"17_1_19_5";252;354;"LOL";"Lannea welwitschii";"Loloti"
"384";"17_1_3_7";552;150;"LOL";"Lannea welwitschii";"Loloti"
"385";"17_2_1_2";750;380;"EHO";"Ricinodendron africanum";"Eho"
"386";"17_2_17_7";201;455;"BET";"Mansonia altissima";"Bete"
"387";"17_3_10_4";149;600;"BA";"Celtis mildbraedii";"Ba"
"388";"17_3_11_4";182;254;"ABO";"Entandrophragma cylindricum";"Sapelli"
"389";"17_3_11_8";178;195;"BA";"Celtis mildbraedii";"Ba"
"390";"17_3_12_3";196;669;"BA";"Celtis mildbraedii";"Ba"
"391";"17_3_17_3";152;300;"BA";"Celtis mildbraedii";"Ba"
"392";"17_3_18_5";234;600;"BA";"Celtis mildbraedii";"Ba"
"393";"17_3_9_11";152;275;"BA";"Celtis mildbraedii";"Ba"
"394";"17_4_1_8";101;600;"AKT";"Gambeya africana";"Akatio"
"395";"17_4_10_2";854;223;"POU";"Funtumia sp.";"Pouo"
"396";"17_4_20_3";174;610;"BA";"Celtis mildbraedii";"Ba"
"397";"17_4_21_4";704;531;"EHO";"Ricinodendron africanum";"Eho"
"398";"17_4_21_5";860;233;"IRO";"Chlorophora regia, C. excelsa";"Iroko"
"399";"17_4_7_1";106;150;"BA";"Celtis mildbraedii";"Ba"
"400";"18_1_10_4";750;265;"FRO";"Ceiba pentandra";"Fromager"
"401";"18_1_14_4";854;258;"EHO";"Ricinodendron africanum";"Eho"
"402";"18_1_21_3";952;206;"FRO";"Ceiba pentandra";"Fromager"
"403";"18_2_10_7";852;439;"EHO";"Ricinodendron africanum";"Eho"
"404";"18_2_15_6";208;188;"BA";"Celtis mildbraedii";"Ba"
"405";"18_2_17_17";234;121;"DIF";"Morus mesozygia";"Difou"
"406";"18_2_17_7";862;251;"LOL";"Lannea welwitschii";"Loloti"
"407";"18_2_24_9";700;238;"LOL";"Lannea welwitschii";"Loloti"
"408";"18_2_25_9";274;130;"BA";"Celtis mildbraedii";"Ba"
"409";"18_2_6_3";183;306;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"410";"18_2_7_1";750;328;"FRO";"Ceiba pentandra";"Fromager"
"411";"18_2_9_7";853;172;"LOL";"Lannea welwitschii";"Loloti"
"412";"18_3_10_1";119;620;"ANB";"Aningueria robusta";"Aniegré blanc"
"413";"18_3_12_5";753;341;"EHO";"Ricinodendron africanum";"Eho"
"414";"18_3_17_6";869;520;"EHO";"Ricinodendron africanum";"Eho"
"415";"18_3_3_10";858;219;"LOL";"Lannea welwitschii";"Loloti"
"416";"18_4_12_11";168;273;"KOT";"Pterygota macrocarpa";"Koto"
"417";"18_4_12_12";152;129;"BA";"Celtis mildbraedii";"Ba"
"418";"18_4_12_13";169;179;"BA";"Celtis mildbraedii";"Ba"
"419";"18_4_13_15";802;340;"FRO";"Ceiba pentandra";"Fromager"
"420";"18_4_14_4";186;400;"BA";"Celtis mildbraedii";"Ba"
"421";"18_4_14_6";860;207;"KEK";"Holoptelea grandis";"Kekele"
"422";"18_4_15_6";754;182;"FRO";"Ceiba pentandra";"Fromager"
"423";"18_4_15_7";906;403;"EHO";"Ricinodendron africanum";"Eho"
"424";"18_4_18_1";216;151;"BA";"Celtis mildbraedii";"Ba"
"425";"18_4_20_6";953;168;"LOL";"Lannea welwitschii";"Loloti"
"426";"18_4_21_11";269;512;"BA";"Celtis mildbraedii";"Ba"
"427";"18_4_22_19";704;125;"LON";"Celtis adolphi-frederici";"Lohonfé"
"428";"18_4_22_4";251;500;"BA";"Celtis mildbraedii";"Ba"
"429";"18_4_23_8";863;165;"BA";"Celtis mildbraedii";"Ba"
"430";"18_4_24_13";271;184;"BA";"Celtis mildbraedii";"Ba"
"431";"18_4_25_1";278;266;"BA";"Celtis mildbraedii";"Ba"
"432";"19_1_13_4";208;427;"EHO";"Ricinodendron africanum";"Eho"
"433";"19_1_15_12";956;221;"ASA";"Celtis zenkeri";"Asan"
"434";"19_1_2_8";852;138;"BA";"Celtis mildbraedii";"Ba"
"435";"19_1_3_13";750;203;"EHO";"Ricinodendron africanum";"Eho"
"436";"19_1_6_6";189;184;"BA";"Celtis mildbraedii";"Ba"
"437";"19_2_1_4";751;165;"KEK";"Holoptelea grandis";"Kekele"
"438";"19_2_17_3";855;331;"LOL";"Lannea welwitschii";"Loloti"
"439";"19_2_19_6";288;700;"ABO";"Entandrophragma cylindricum";"Sapelli"
"440";"19_2_2_1";950;224;"FRO";"Ceiba pentandra";"Fromager"
"441";"19_2_23_7";850;392;"LOL";"Lannea welwitschii";"Loloti"
"442";"19_2_8_1";169;500;"AKT";"Gambeya africana";"Akatio"
"443";"19_3_1_2";851;429;"EHO";"Ricinodendron africanum";"Eho"
"444";"19_3_13_1";857;228;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"445";"2_1_1_2";650;178;"KOT";"Pterygota macrocarpa";"Koto"
"446";"2_1_10_6";124;495;"EHO";"Ricinodendron africanum";"Eho"
"447";"2_1_10_9";126;400;"BA";"Celtis mildbraedii";"Ba"
"448";"2_1_11_14";868;262;"FRO";"Ceiba pentandra";"Fromager"
"449";"2_1_11_8";950;174;"LOL";"Lannea welwitschii";"Loloti"
"450";"2_1_14_10";194;145;"BA";"Celtis mildbraedii";"Ba"
"451";"2_1_14_14";550;156;"AKT";"Gambeya africana";"Akatio"
"452";"2_1_14_9";197;281;"BA";"Celtis mildbraedii";"Ba"
"453";"2_1_15_10";213;900;"FRO";"Ceiba pentandra";"Fromager"
"454";"2_1_15_4";209;460;"BI";"Eribrema oblonga";"Bi ou Eyong"
"455";"2_1_16_14";256;189;"BA";"Celtis mildbraedii";"Ba"
"456";"2_1_17_2";862;320;"LOL";"Lannea welwitschii";"Loloti"
"457";"2_1_18_12";311;225;"AKA";"Scottelia sp.";"Akossika"
"458";"2_1_19_7";232;653;"LOL";"Lannea welwitschii";"Loloti"
"459";"2_1_2_7";856;199;"EHO";"Ricinodendron africanum";"Eho"
"460";"2_1_25_3";305;412;"BET";"Mansonia altissima";"Bete"
"461";"2_1_3_12";112;426;"AZD";"Afzelia bella";"Azodau"
"462";"2_1_4_6";858;233;"EHO";"Ricinodendron africanum";"Eho"
"463";"2_1_7_11";151;1050;"FRO";"Ceiba pentandra";"Fromager"
"464";"2_2_10_1";158;900;"SAM";"Triplochiton scleroxylon";"Samba"
"465";"2_2_10_7";150;700;"BET";"Mansonia altissima";"Bete"
"466";"2_2_11_1";239;900;"LOT";"Sterculia rhinopetala";"Lotofa"
"467";"2_2_13_1";701;229;"LOT";"Sterculia rhinopetala";"Lotofa"
"468";"2_2_13_5";218;2000;"KOB";"Nesogordonia papaverifera";"Kotibe"
"469";"2_2_13_8";219;435;"ASA";"Celtis zenkeri";"Asan"
"470";"2_2_15_12";854;100;"DIF";"Morus mesozygia";"Difou"
"471";"2_2_15_9";246;900;"SAM";"Triplochiton scleroxylon";"Samba"
"472";"2_2_16_1";284;800;"BA";"Celtis mildbraedii";"Ba"
"473";"2_2_17_3";651;137;"KOT";"Pterygota macrocarpa";"Koto"
"474";"2_2_18_3";257;215;"BA";"Celtis mildbraedii";"Ba"
"475";"2_2_18_6";263;374;"BI";"Eribrema oblonga";"Bi ou Eyong"
"476";"2_2_21_1";903;176;"FRK";"Terminalia superba";"Frake"
"477";"2_2_22_1";295;165;"DIF";"Morus mesozygia";"Difou"
"478";"2_2_22_3";296;700;"LOL";"Lannea welwitschii";"Loloti"
"479";"2_2_24_1";602;350;"FRO";"Ceiba pentandra";"Fromager"
"480";"2_2_24_2";310;391;"EHO";"Ricinodendron africanum";"Eho"
"481";"2_2_24_3";311;178;"ABO";"Entandrophragma cylindricum";"Sapelli"
"482";"2_2_25_1";316;271;"BA";"Celtis mildbraedii";"Ba"
"483";"2_2_25_14";315;398;"LOL";"Lannea welwitschii";"Loloti"
"484";"2_2_5_3";146;1100;"SAM";"Triplochiton scleroxylon";"Samba"
"485";"2_2_5_9";803;150;"KOT";"Pterygota macrocarpa";"Koto"
"486";"2_2_7_2";191;146;"BA";"Celtis mildbraedii";"Ba"
"487";"2_2_7_3";180;500;"BA";"Celtis mildbraedii";"Ba"
"488";"2_2_9_7";850;368;"EHO";"Ricinodendron africanum";"Eho"
"489";"2_3_1_3";900;180;"IRO";"Chlorophora regia, C. excelsa";"Iroko"
"490";"2_3_14_11";162;553;"BA";"Celtis mildbraedii";"Ba"
"491";"2_3_14_2";650;376;"FRO";"Ceiba pentandra";"Fromager"
"492";"2_3_15_1";904;238;"EHO";"Ricinodendron africanum";"Eho"
"493";"2_3_15_17";805;370;"EHO";"Ricinodendron africanum";"Eho"
"494";"2_3_15_19";700;295;"EHO";"Ricinodendron africanum";"Eho"
"495";"2_3_15_2";169;231;"AKA";"Scottelia sp.";"Akossika"
"496";"2_3_15_24";178;403;"BA";"Celtis mildbraedii";"Ba"
"497";"2_3_15_4";855;213;"FRO";"Ceiba pentandra";"Fromager"
"498";"2_3_15_7";175;349;"BA";"Celtis mildbraedii";"Ba"
"499";"2_3_15_8";177;465;"BA";"Celtis mildbraedii";"Ba"
"500";"2_3_16_4";205;188;"BA";"Celtis mildbraedii";"Ba"
"501";"2_3_17_7";951;239;"EHO";"Ricinodendron africanum";"Eho"
"502";"2_3_20_2";182;845;"LOL";"Lannea welwitschii";"Loloti"
"503";"2_3_22_5";211;500;"AMZ";"Guibourtia ehie";"Amazakoué"
"504";"2_3_23_1";218;700;"EMI";"Alstonia congensis";"Emien"
"505";"2_3_23_4";224;1200;"AZD";"Afzelia bella";"Azodau"
"506";"2_3_5_7";852;310;"EHO";"Ricinodendron africanum";"Eho"
"507";"2_3_5_8";802;315;"FRO";"Ceiba pentandra";"Fromager"
"508";"2_3_6_10";803;488;"EHO";"Ricinodendron africanum";"Eho"
"509";"2_4_1_10";900;210;"KOT";"Pterygota macrocarpa";"Koto"
"510";"2_4_11_2";851;163;"BET";"Mansonia altissima";"Bete"
"511";"2_4_15_10";238;285;"KOB";"Nesogordonia papaverifera";"Kotibe"
"512";"20_1_13_5";166;483;"LOL";"Lannea welwitschii";"Loloti"
"513";"20_1_17_10";902;196;"FRO";"Ceiba pentandra";"Fromager"
"514";"20_1_24_2";206;520;"AKT";"Gambeya africana";"Akatio"
"515";"20_2_14_6";852;340;"EHO";"Ricinodendron africanum";"Eho"
"516";"20_2_6_3";600;260;"FRO";"Ceiba pentandra";"Fromager"
"517";"20_3_10_3";701;408;"FRO";"Ceiba pentandra";"Fromager"
"518";"20_3_21_2";509;375;"EHO";"Ricinodendron africanum";"Eho"
"519";"20_3_5_9";600;153;"BI";"Eribrema oblonga";"Bi ou Eyong"
"520";"20_3_9_2";751;331;"IRO";"Chlorophora regia, C. excelsa";"Iroko"
"521";"20_4_13_5";152;575;"DIF";"Morus mesozygia";"Difou"
"522";"20_4_19_3";903;195;"LOL";"Lannea welwitschii";"Loloti"
"523";"20_4_19_7";162;500;"POU";"Funtumia sp.";"Pouo"
"524";"20_4_20_1";164;800;"OBA";"Bombax buonopozense";"Oba (Kapokier)"
"525";"20_4_23_2";809;389;"FRO";"Ceiba pentandra";"Fromager"
"526";"20_4_24_15";958;185;"FRO";"Ceiba pentandra";"Fromager"
"527";"20_4_25_9";958;209;"FRO";"Ceiba pentandra";"Fromager"
"528";"21_1_18_4";804;285;"LOT";"Sterculia rhinopetala";"Lotofa"
"529";"21_1_2_16";852;113;"BA";"Celtis mildbraedii";"Ba"
"530";"21_1_2_4";113;417;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"531";"21_1_25_3";859;180;"LOL";"Lannea welwitschii";"Loloti"
"532";"21_1_4_2";148;700;"BA";"Celtis mildbraedii";"Ba"
"533";"21_1_4_4";146;700;"SAM";"Triplochiton scleroxylon";"Samba"
"534";"21_2_10_12";114;515;"BA";"Celtis mildbraedii";"Ba"
"535";"21_2_10_2";105;363;"LON";"Celtis adolphi-frederici";"Lohonfé"
"536";"21_2_10_4";106;273;"BA";"Celtis mildbraedii";"Ba"
"537";"21_2_11_13";159;231;"TIA";"Entandrophragma angolense";"Tiama"
"538";"21_2_11_16";160;602;"BA";"Celtis mildbraedii";"Ba"
"539";"21_2_12_10";802;345;"EHO";"Ricinodendron africanum";"Eho"
"540";"21_2_12_3";170;750;"KOB";"Nesogordonia papaverifera";"Kotibe"
"541";"21_2_13_1";190;950;"OBA";"Bombax buonopozense";"Oba (Kapokier)"
"542";"21_2_13_6";192;181;"DIF";"Morus mesozygia";"Difou"
"543";"21_2_14_6";877;165;"SAM";"Triplochiton scleroxylon";"Samba"
"544";"21_2_16_6";220;505;"AMZ";"Guibourtia ehie";"Amazakoué"
"545";"21_2_17_2";209;134;"LOT";"Sterculia rhinopetala";"Lotofa"
"546";"21_2_25_2";869;471;"EHO";"Ricinodendron africanum";"Eho"
"547";"21_2_25_4";257;450;"BI";"Eribrema oblonga";"Bi ou Eyong"
"548";"21_2_6_5";226;510;"EMI";"Alstonia congensis";"Emien"
"549";"21_3_11_1";151;480;"BA";"Celtis mildbraedii";"Ba"
"550";"21_3_11_2";850;195;"SAM";"Triplochiton scleroxylon";"Samba"
"551";"21_3_11_6";510;202;"ABO";"Entandrophragma cylindricum";"Sapelli"
"552";"21_3_15_3";858;311;"EHO";"Ricinodendron africanum";"Eho"
"553";"21_3_15_5";160;450;"LOT";"Sterculia rhinopetala";"Lotofa"
"554";"21_3_17_13";862;135;"BET";"Mansonia altissima";"Bete"
"555";"21_3_17_15";246;232;"BA";"Celtis mildbraedii";"Ba"
"556";"21_3_17_16";249;167;"BA";"Celtis mildbraedii";"Ba"
"557";"21_3_18_2";189;321;"BA";"Celtis mildbraedii";"Ba"
"558";"21_3_24_2";861;143;"BA";"Celtis mildbraedii";"Ba"
"559";"21_3_24_6";254;173;"EHO";"Ricinodendron africanum";"Eho"
"560";"21_3_4_14";855;400;"BET";"Mansonia altissima";"Bete"
"561";"21_3_4_5";135;149;"BA";"Celtis mildbraedii";"Ba"
"562";"21_3_5_10";149;426;"BA";"Celtis mildbraedii";"Ba"
"563";"21_3_6_2";902;230;"ACA";"Khaya ivorensis , anthotheca";"Acajou blanc"
"564";"21_3_9_6";175;420;"KOB";"Nesogordonia papaverifera";"Kotibe"
"565";"21_4_1_9";113;500;"KOT";"Pterygota macrocarpa";"Koto"
"566";"21_4_10_1";191;395;"EMI";"Alstonia congensis";"Emien"
"567";"21_4_11_2";180;441;"BA";"Celtis mildbraedii";"Ba"
"568";"21_4_11_4";193;650;"AKA";"Scottelia sp.";"Akossika"
"569";"21_4_12_1";126;255;"BI";"Eribrema oblonga";"Bi ou Eyong"
"570";"21_4_15_1";228;175;"LOT";"Sterculia rhinopetala";"Lotofa"
"571";"21_4_16_11";300;3545;"LAT";"Amphimas pterocarpoïdes";"Lati"
"572";"21_4_16_13";302;433;"OBA";"Bombax buonopozense";"Oba (Kapokier)"
"573";"21_4_20_1";174;291;"LOT";"Sterculia rhinopetala";"Lotofa"
"574";"21_4_22_5";274;480;"BET";"Mansonia altissima";"Bete"
"575";"21_4_23_3";275;530;"SAM";"Triplochiton scleroxylon";"Samba"
"576";"21_4_25_10";317;308;"BA";"Celtis mildbraedii";"Ba"
"577";"21_4_25_15";315;450;"SAM";"Triplochiton scleroxylon";"Samba"
"578";"21_4_25_2";506;255;"LOT";"Sterculia rhinopetala";"Lotofa"
"579";"21_4_3_11";134;900;"ABO";"Entandrophragma cylindricum";"Sapelli"
"580";"21_4_3_15";140;542;"ASA";"Celtis zenkeri";"Asan"
"581";"21_4_3_2";703;239;"AKT";"Gambeya africana";"Akatio"
"582";"21_4_3_9";136;207;"LOT";"Sterculia rhinopetala";"Lotofa"
"583";"21_4_6_10";177;257;"LOT";"Sterculia rhinopetala";"Lotofa"
"584";"21_4_6_15";165;340;"BA";"Celtis mildbraedii";"Ba"
"585";"21_4_6_16";903;230;"EHO";"Ricinodendron africanum";"Eho"
"586";"21_4_7_4";854;115;"BA";"Celtis mildbraedii";"Ba"
